TIMESTAMP,CO2,TEMP,HUM
25/3/2021 15:59:59,470 ppm,19.45 C,69.26 %
25/3/2021 16:01:00,470 ppm,19.46 C,68.91 %
25/3/2021 16:02:00,470 ppm,19.48 C,68.87 %
25/3/2021 16:03:00,470 ppm,19.44 C,69.45 %
25/3/2021 16:04:00,480 ppm,19.45 C,69.94 %
25/3/2021 16:05:00,480 ppm,19.45 C,70.69 %
25/3/2021 16:06:00,520 ppm,19.52 C,70.16 %
25/3/2021 16:07:00,490 ppm,19.49 C,69.98 %
25/3/2021 16:08:00,480 ppm,19.44 C,70.05 %
25/3/2021 16:09:00,480 ppm,19.38 C,70.86 %
25/3/2021 16:10:00,470 ppm,19.39 C,70.48 %
25/3/2021 16:11:00,460 ppm,19.32 C,70.48 %
25/3/2021 16:12:00,450 ppm,19.29 C,70.87 %
25/3/2021 16:13:00,450 ppm,19.24 C,70.66 %
25/3/2021 16:14:00,440 ppm,19.18 C,70.76 %
25/3/2021 16:15:00,440 ppm,19.19 C,70.64 %
25/3/2021 16:16:00,430 ppm,19.16 C,70.39 %
25/3/2021 16:17:00,430 ppm,19.18 C,71.04 %
25/3/2021 16:18:00,440 ppm,19.19 C,70.96 %
25/3/2021 16:19:00,440 ppm,19.21 C,70.85 %
25/3/2021 16:20:00,440 ppm,19.26 C,70.76 %
25/3/2021 16:21:00,450 ppm,19.25 C,70.53 %
25/3/2021 16:22:00,450 ppm,19.26 C,70.52 %
25/3/2021 16:23:00,440 ppm,19.21 C,70.60 %
25/3/2021 16:24:00,440 ppm,19.25 C,70.46 %
25/3/2021 16:25:00,440 ppm,19.24 C,70.34 %
25/3/2021 16:26:00,440 ppm,19.19 C,70.44 %
25/3/2021 16:27:00,430 ppm,19.24 C,70.45 %
25/3/2021 16:28:00,440 ppm,19.22 C,70.37 %
25/3/2021 16:29:00,440 ppm,19.25 C,70.27 %
25/3/2021 16:30:01,440 ppm,19.26 C,70.47 %
25/3/2021 16:31:01,450 ppm,19.26 C,70.25 %
25/3/2021 16:32:01,450 ppm,19.29 C,70.53 %
25/3/2021 16:33:01,450 ppm,19.31 C,70.16 %
25/3/2021 16:34:01,450 ppm,19.29 C,70.31 %
25/3/2021 16:35:01,460 ppm,19.31 C,70.08 %
25/3/2021 16:36:01,460 ppm,19.35 C,70.36 %
25/3/2021 16:37:01,470 ppm,19.34 C,70.49 %
25/3/2021 16:38:01,470 ppm,19.35 C,70.41 %
25/3/2021 16:39:01,460 ppm,19.35 C,70.18 %
25/3/2021 16:40:01,460 ppm,19.31 C,70.22 %
25/3/2021 16:41:01,450 ppm,19.34 C,70.04 %
25/3/2021 16:42:01,450 ppm,19.28 C,70.49 %
25/3/2021 16:43:01,450 ppm,19.29 C,70.46 %
25/3/2021 16:44:01,460 ppm,19.31 C,70.35 %
25/3/2021 16:44:59,460 ppm,19.31 C,70.37 %
25/3/2021 16:45:59,470 ppm,19.34 C,70.49 %
25/3/2021 16:46:59,460 ppm,19.31 C,70.33 %
25/3/2021 16:47:59,460 ppm,19.34 C,70.29 %
25/3/2021 16:48:59,460 ppm,19.32 C,70.43 %
25/3/2021 16:49:59,460 ppm,19.29 C,70.44 %
25/3/2021 16:50:59,460 ppm,19.31 C,70.24 %
25/3/2021 16:51:59,450 ppm,19.28 C,70.40 %
25/3/2021 16:52:59,450 ppm,19.24 C,70.66 %
25/3/2021 16:53:59,440 ppm,19.26 C,70.33 %
25/3/2021 16:54:59,440 ppm,19.24 C,70.47 %
25/3/2021 16:56:01,430 ppm,19.21 C,70.50 %
25/3/2021 16:57:01,430 ppm,19.19 C,70.55 %
25/3/2021 16:58:01,440 ppm,19.22 C,70.44 %
25/3/2021 16:59:01,450 ppm,19.25 C,70.46 %
25/3/2021 16:59:59,450 ppm,19.24 C,70.29 %
25/3/2021 17:00:59,450 ppm,19.28 C,70.30 %
25/3/2021 17:01:59,460 ppm,19.28 C,70.40 %
25/3/2021 17:03:00,460 ppm,19.26 C,70.53 %
25/3/2021 17:04:00,470 ppm,19.31 C,70.66 %
25/3/2021 17:05:00,470 ppm,19.31 C,70.39 %
25/3/2021 17:06:00,480 ppm,19.32 C,70.16 %
25/3/2021 17:07:00,480 ppm,19.36 C,70.74 %
25/3/2021 17:08:00,480 ppm,19.36 C,70.46 %
25/3/2021 17:09:00,480 ppm,19.35 C,70.22 %
25/3/2021 17:10:00,480 ppm,19.42 C,70.19 %
25/3/2021 17:11:00,480 ppm,19.41 C,70.16 %
25/3/2021 17:12:00,490 ppm,19.44 C,70.13 %
25/3/2021 17:13:00,500 ppm,19.46 C,70.09 %
25/3/2021 17:14:00,490 ppm,19.39 C,69.99 %
25/3/2021 17:16:00,470 ppm,19.42 C,70.05 %
25/3/2021 17:17:00,480 ppm,19.41 C,70.12 %
25/3/2021 17:18:00,470 ppm,19.38 C,70.05 %
25/3/2021 17:19:00,470 ppm,19.41 C,70.33 %
25/3/2021 17:20:00,470 ppm,19.39 C,70.22 %
25/3/2021 17:21:00,480 ppm,19.38 C,70.30 %
25/3/2021 17:22:00,480 ppm,19.41 C,70.00 %
25/3/2021 17:23:00,490 ppm,19.45 C,70.03 %
25/3/2021 17:24:00,490 ppm,19.45 C,70.17 %
25/3/2021 17:25:00,490 ppm,19.42 C,70.20 %
25/3/2021 17:26:00,480 ppm,19.41 C,70.11 %
25/3/2021 17:27:00,470 ppm,19.41 C,70.00 %
25/3/2021 17:28:00,470 ppm,19.41 C,70.14 %
25/3/2021 17:29:00,480 ppm,19.39 C,70.24 %
25/3/2021 17:30:00,480 ppm,19.41 C,69.97 %
25/3/2021 17:31:00,470 ppm,19.41 C,69.97 %
25/3/2021 17:32:00,470 ppm,19.41 C,70.09 %
25/3/2021 17:33:00,470 ppm,19.42 C,70.28 %
25/3/2021 17:34:00,480 ppm,19.42 C,70.10 %
25/3/2021 17:35:00,480 ppm,19.44 C,70.26 %
25/3/2021 17:36:00,480 ppm,19.45 C,70.11 %
25/3/2021 17:37:00,480 ppm,19.48 C,70.17 %
25/3/2021 17:38:00,490 ppm,19.45 C,70.16 %
25/3/2021 17:39:00,490 ppm,19.46 C,70.09 %
25/3/2021 17:40:00,490 ppm,19.48 C,70.19 %
25/3/2021 17:41:00,480 ppm,19.48 C,70.14 %
25/3/2021 17:42:00,470 ppm,19.46 C,70.23 %
25/3/2021 17:43:00,470 ppm,19.46 C,70.23 %
25/3/2021 17:44:00,470 ppm,19.46 C,70.12 %
25/3/2021 17:45:00,470 ppm,19.46 C,70.37 %
25/3/2021 17:46:01,470 ppm,19.45 C,70.18 %
25/3/2021 17:47:01,470 ppm,19.48 C,70.43 %
25/3/2021 17:48:01,470 ppm,19.45 C,70.37 %
25/3/2021 17:49:01,460 ppm,19.45 C,70.30 %
25/3/2021 17:50:01,470 ppm,19.44 C,70.30 %
25/3/2021 17:51:01,470 ppm,19.45 C,70.37 %
25/3/2021 17:52:01,470 ppm,19.48 C,70.55 %
25/3/2021 17:53:01,480 ppm,19.48 C,70.42 %
25/3/2021 17:54:01,480 ppm,19.49 C,70.27 %
25/3/2021 17:55:01,470 ppm,19.48 C,70.32 %
25/3/2021 17:56:01,470 ppm,19.46 C,70.26 %
25/3/2021 17:57:01,480 ppm,19.48 C,70.42 %
25/3/2021 17:58:01,470 ppm,19.48 C,70.31 %
25/3/2021 17:59:01,470 ppm,19.46 C,70.38 %
25/3/2021 18:00:01,470 ppm,19.48 C,70.48 %
25/3/2021 18:00:59,470 ppm,19.48 C,70.46 %
25/3/2021 18:01:59,470 ppm,19.48 C,70.37 %
25/3/2021 18:02:59,470 ppm,19.45 C,70.41 %
25/3/2021 18:03:59,480 ppm,19.49 C,70.41 %
25/3/2021 18:04:59,480 ppm,19.50 C,70.38 %
25/3/2021 18:05:59,470 ppm,19.45 C,70.41 %
25/3/2021 18:06:59,470 ppm,19.46 C,70.46 %
25/3/2021 18:07:59,470 ppm,19.46 C,70.52 %
25/3/2021 18:08:59,470 ppm,19.48 C,70.37 %
25/3/2021 18:10:01,460 ppm,19.49 C,70.48 %
25/3/2021 18:11:01,470 ppm,19.48 C,70.48 %
25/3/2021 18:12:01,470 ppm,19.50 C,70.78 %
25/3/2021 18:13:01,470 ppm,19.50 C,70.76 %
25/3/2021 18:14:01,470 ppm,19.48 C,70.80 %
25/3/2021 18:15:01,470 ppm,19.46 C,70.79 %
25/3/2021 18:16:01,470 ppm,19.45 C,70.88 %
25/3/2021 18:16:59,470 ppm,19.49 C,70.90 %
25/3/2021 18:17:59,470 ppm,19.48 C,70.79 %
25/3/2021 18:18:59,470 ppm,19.48 C,70.81 %
25/3/2021 18:19:59,460 ppm,19.46 C,70.73 %
25/3/2021 18:20:59,470 ppm,19.48 C,70.81 %
25/3/2021 18:21:59,480 ppm,19.53 C,70.66 %
25/3/2021 18:22:59,470 ppm,19.52 C,70.78 %
25/3/2021 18:23:59,470 ppm,19.48 C,70.83 %
25/3/2021 18:24:59,470 ppm,19.48 C,71.01 %
25/3/2021 18:26:00,460 ppm,19.48 C,71.02 %
25/3/2021 18:27:00,460 ppm,19.46 C,70.98 %
25/3/2021 18:28:00,460 ppm,19.44 C,71.02 %
25/3/2021 18:29:00,460 ppm,19.46 C,71.15 %
25/3/2021 18:30:00,460 ppm,19.49 C,71.04 %
25/3/2021 18:31:00,460 ppm,19.49 C,71.11 %
25/3/2021 18:32:00,460 ppm,19.46 C,71.07 %
25/3/2021 18:33:00,460 ppm,19.48 C,71.11 %
25/3/2021 18:34:00,450 ppm,19.45 C,71.22 %
25/3/2021 18:35:00,460 ppm,19.45 C,71.21 %
25/3/2021 18:36:00,460 ppm,19.42 C,70.87 %
25/3/2021 18:37:00,450 ppm,19.44 C,71.24 %
25/3/2021 18:38:00,450 ppm,19.41 C,71.36 %
25/3/2021 18:39:00,450 ppm,19.39 C,71.36 %
25/3/2021 18:40:00,460 ppm,19.44 C,71.19 %
25/3/2021 18:41:00,460 ppm,19.42 C,71.22 %
25/3/2021 18:42:00,460 ppm,19.44 C,71.00 %
25/3/2021 18:43:00,470 ppm,19.42 C,70.99 %
25/3/2021 18:44:00,470 ppm,19.42 C,70.98 %
25/3/2021 18:45:00,460 ppm,19.42 C,71.04 %
25/3/2021 18:46:00,460 ppm,19.44 C,71.09 %
25/3/2021 18:47:00,460 ppm,19.42 C,71.04 %
25/3/2021 18:48:00,460 ppm,19.39 C,71.19 %
25/3/2021 18:49:00,450 ppm,19.42 C,71.21 %
25/3/2021 18:50:00,450 ppm,19.42 C,71.22 %
25/3/2021 18:51:00,450 ppm,19.45 C,70.97 %
25/3/2021 18:52:00,460 ppm,19.44 C,71.12 %
25/3/2021 18:53:00,460 ppm,19.46 C,71.05 %
25/3/2021 18:54:00,470 ppm,19.52 C,70.81 %
25/3/2021 18:55:00,470 ppm,19.48 C,70.57 %
25/3/2021 18:56:00,480 ppm,19.49 C,70.50 %
25/3/2021 18:57:00,490 ppm,19.52 C,70.64 %
25/3/2021 18:58:00,500 ppm,19.53 C,70.63 %
25/3/2021 18:59:00,510 ppm,19.59 C,70.40 %
25/3/2021 19:00:00,530 ppm,19.60 C,70.50 %
25/3/2021 19:01:00,530 ppm,19.60 C,70.22 %
25/3/2021 19:02:00,550 ppm,19.59 C,70.44 %
25/3/2021 19:03:00,560 ppm,19.65 C,70.47 %
25/3/2021 19:04:00,570 ppm,19.65 C,70.48 %
25/3/2021 19:05:00,580 ppm,19.65 C,70.34 %
25/3/2021 19:06:00,580 ppm,19.68 C,70.26 %
25/3/2021 19:07:00,590 ppm,19.68 C,70.27 %
25/3/2021 19:08:01,590 ppm,19.66 C,70.32 %
25/3/2021 19:09:01,600 ppm,19.65 C,70.23 %
25/3/2021 19:10:01,610 ppm,19.68 C,70.23 %
25/3/2021 19:11:01,620 ppm,19.69 C,70.32 %
25/3/2021 19:12:01,630 ppm,19.72 C,70.12 %
25/3/2021 19:13:01,640 ppm,19.69 C,70.19 %
25/3/2021 19:14:01,640 ppm,19.72 C,70.09 %
25/3/2021 19:15:01,650 ppm,19.68 C,70.11 %
25/3/2021 19:16:01,650 ppm,19.72 C,70.18 %
25/3/2021 19:17:01,670 ppm,19.73 C,70.22 %
25/3/2021 19:18:01,670 ppm,19.73 C,70.15 %
25/3/2021 19:19:01,670 ppm,19.73 C,70.01 %
25/3/2021 19:19:59,680 ppm,19.74 C,70.14 %
25/3/2021 19:20:59,680 ppm,19.72 C,70.19 %
25/3/2021 19:21:59,690 ppm,19.73 C,70.27 %
25/3/2021 19:22:59,690 ppm,19.74 C,70.23 %
25/3/2021 19:23:59,690 ppm,19.74 C,70.19 %
25/3/2021 19:25:01,690 ppm,19.76 C,70.18 %
25/3/2021 19:26:01,690 ppm,19.73 C,70.03 %
25/3/2021 19:27:01,690 ppm,19.74 C,70.18 %
25/3/2021 19:28:01,690 ppm,19.74 C,70.09 %
25/3/2021 19:29:01,690 ppm,19.74 C,70.16 %
25/3/2021 19:30:01,700 ppm,19.77 C,70.01 %
25/3/2021 19:31:01,710 ppm,19.76 C,70.12 %
25/3/2021 19:32:01,710 ppm,19.76 C,69.96 %
25/3/2021 19:33:01,720 ppm,19.77 C,70.19 %
25/3/2021 19:34:01,740 ppm,19.80 C,70.14 %
25/3/2021 19:35:01,750 ppm,19.80 C,70.19 %
25/3/2021 19:36:01,750 ppm,19.81 C,70.05 %
25/3/2021 19:36:59,740 ppm,19.81 C,69.88 %
25/3/2021 19:37:59,740 ppm,19.86 C,69.74 %
25/3/2021 19:38:59,750 ppm,19.86 C,69.64 %
25/3/2021 19:39:59,760 ppm,19.84 C,69.63 %
25/3/2021 19:40:59,770 ppm,19.87 C,69.63 %
25/3/2021 19:41:59,770 ppm,19.83 C,69.46 %
25/3/2021 19:42:59,770 ppm,19.83 C,69.47 %
25/3/2021 19:43:59,780 ppm,19.84 C,69.58 %
25/3/2021 19:44:59,780 ppm,19.86 C,69.36 %
25/3/2021 19:45:59,790 ppm,19.86 C,69.47 %
25/3/2021 19:46:59,800 ppm,19.87 C,69.36 %
25/3/2021 19:47:59,810 ppm,19.87 C,69.47 %
25/3/2021 19:49:01,820 ppm,19.86 C,69.47 %
25/3/2021 19:50:01,830 ppm,19.86 C,69.29 %
25/3/2021 19:51:01,820 ppm,19.86 C,69.34 %
25/3/2021 19:51:59,820 ppm,19.86 C,69.39 %
25/3/2021 19:52:59,830 ppm,19.86 C,69.37 %
25/3/2021 19:54:00,830 ppm,19.81 C,69.23 %
25/3/2021 19:55:00,830 ppm,19.80 C,69.39 %
25/3/2021 19:56:00,840 ppm,19.81 C,69.33 %
25/3/2021 19:57:00,840 ppm,19.81 C,69.24 %
25/3/2021 19:58:00,840 ppm,19.81 C,69.23 %
25/3/2021 19:59:00,850 ppm,19.81 C,69.27 %
25/3/2021 20:00:00,860 ppm,19.77 C,69.20 %
25/3/2021 20:01:00,860 ppm,19.80 C,69.40 %
25/3/2021 20:02:00,870 ppm,19.79 C,69.42 %
25/3/2021 20:03:00,890 ppm,19.81 C,69.33 %
25/3/2021 20:04:00,890 ppm,19.81 C,69.20 %
25/3/2021 20:05:00,890 ppm,19.81 C,69.21 %
25/3/2021 20:06:00,890 ppm,19.77 C,69.31 %
25/3/2021 20:07:00,900 ppm,19.76 C,69.43 %
25/3/2021 20:08:00,910 ppm,19.79 C,69.29 %
25/3/2021 20:09:00,910 ppm,19.76 C,69.21 %
25/3/2021 20:10:00,920 ppm,19.80 C,69.31 %
25/3/2021 20:11:00,930 ppm,19.79 C,69.24 %
25/3/2021 20:12:00,930 ppm,19.80 C,69.19 %
25/3/2021 20:13:00,920 ppm,19.79 C,69.15 %
25/3/2021 20:14:00,940 ppm,19.79 C,69.25 %
25/3/2021 20:15:00,940 ppm,19.80 C,69.25 %
25/3/2021 20:16:00,920 ppm,19.76 C,69.19 %
25/3/2021 20:17:00,940 ppm,19.76 C,69.28 %
25/3/2021 20:18:00,950 ppm,19.76 C,69.36 %
25/3/2021 20:19:00,970 ppm,19.81 C,69.24 %
25/3/2021 20:20:00,970 ppm,19.77 C,69.08 %
25/3/2021 20:21:00,980 ppm,19.81 C,69.15 %
25/3/2021 20:22:00,990 ppm,19.80 C,69.27 %
25/3/2021 20:23:00,1000 ppm,19.80 C,69.08 %
25/3/2021 20:24:00,1000 ppm,19.79 C,69.33 %
25/3/2021 20:25:00,1000 ppm,19.79 C,69.30 %
25/3/2021 20:26:00,990 ppm,19.76 C,69.32 %
25/3/2021 20:27:00,1000 ppm,19.76 C,69.33 %
25/3/2021 20:28:00,1000 ppm,19.77 C,69.37 %
25/3/2021 20:29:00,1000 ppm,19.76 C,69.18 %
25/3/2021 20:30:00,1010 ppm,19.76 C,69.23 %
25/3/2021 20:31:00,1010 ppm,19.77 C,69.06 %
25/3/2021 20:32:00,1010 ppm,19.73 C,69.30 %
25/3/2021 20:33:01,1020 ppm,19.76 C,69.20 %
25/3/2021 20:34:01,1030 ppm,19.74 C,69.25 %
25/3/2021 20:35:01,1030 ppm,19.76 C,69.34 %
25/3/2021 20:36:01,1040 ppm,19.76 C,69.16 %
25/3/2021 20:37:01,1040 ppm,19.73 C,69.23 %
25/3/2021 20:38:01,1030 ppm,19.73 C,69.27 %
25/3/2021 20:39:01,1050 ppm,19.76 C,69.24 %
25/3/2021 20:40:01,1050 ppm,19.76 C,69.17 %
25/3/2021 20:40:59,1060 ppm,19.76 C,69.29 %
25/3/2021 20:41:59,1070 ppm,19.80 C,69.29 %
25/3/2021 20:43:01,1070 ppm,19.79 C,69.17 %
25/3/2021 20:44:01,1080 ppm,19.79 C,68.94 %
25/3/2021 20:45:01,1070 ppm,19.76 C,69.25 %
25/3/2021 20:46:01,1060 ppm,19.74 C,69.22 %
25/3/2021 20:47:01,1070 ppm,19.73 C,69.43 %
25/3/2021 20:48:01,1080 ppm,19.74 C,69.12 %
25/3/2021 20:49:01,1070 ppm,19.73 C,69.29 %
25/3/2021 20:50:01,1070 ppm,19.72 C,69.28 %
25/3/2021 20:51:01,1090 ppm,19.76 C,69.23 %
25/3/2021 20:52:01,1100 ppm,19.77 C,69.25 %
25/3/2021 20:53:01,1100 ppm,19.76 C,69.02 %
25/3/2021 20:54:01,1100 ppm,19.74 C,69.16 %
25/3/2021 20:55:01,1110 ppm,19.73 C,69.24 %
25/3/2021 20:56:01,1110 ppm,19.77 C,69.35 %
25/3/2021 20:57:01,1120 ppm,19.72 C,69.08 %
25/3/2021 20:57:59,1100 ppm,19.72 C,69.26 %
25/3/2021 20:58:59,1110 ppm,19.73 C,69.34 %
25/3/2021 20:59:59,1120 ppm,19.72 C,69.17 %
25/3/2021 21:00:59,1120 ppm,19.70 C,69.24 %
25/3/2021 21:01:59,1120 ppm,19.69 C,69.15 %
25/3/2021 21:02:59,1120 ppm,19.70 C,69.30 %
25/3/2021 21:03:59,1130 ppm,19.69 C,69.51 %
25/3/2021 21:04:59,1140 ppm,19.69 C,69.37 %
25/3/2021 21:05:59,1150 ppm,19.72 C,69.36 %
25/3/2021 21:06:59,1150 ppm,19.72 C,69.35 %
25/3/2021 21:07:59,1150 ppm,19.69 C,69.28 %
25/3/2021 21:08:59,1150 ppm,19.73 C,69.45 %
25/3/2021 21:10:01,1160 ppm,19.68 C,69.30 %
25/3/2021 21:11:01,1150 ppm,19.66 C,69.31 %
25/3/2021 21:12:01,1180 ppm,19.72 C,69.34 %
25/3/2021 21:13:01,1170 ppm,19.70 C,69.19 %
25/3/2021 21:13:59,1150 ppm,19.70 C,69.31 %
25/3/2021 21:14:59,1160 ppm,19.68 C,69.18 %
25/3/2021 21:15:59,1170 ppm,19.68 C,69.37 %
25/3/2021 21:16:59,1160 ppm,19.69 C,69.37 %
25/3/2021 21:18:00,1160 ppm,19.68 C,69.36 %
25/3/2021 21:19:00,1170 ppm,19.68 C,69.33 %
25/3/2021 21:20:00,1180 ppm,19.63 C,69.38 %
25/3/2021 21:21:00,1200 ppm,19.66 C,69.27 %
25/3/2021 21:22:00,1210 ppm,19.68 C,69.40 %
25/3/2021 21:23:00,1210 ppm,19.68 C,69.40 %
25/3/2021 21:24:00,1220 ppm,19.66 C,69.37 %
25/3/2021 21:25:00,1210 ppm,19.68 C,69.41 %
25/3/2021 21:26:00,1220 ppm,19.68 C,69.43 %
25/3/2021 21:27:00,1220 ppm,19.68 C,69.41 %
25/3/2021 21:28:00,1220 ppm,19.66 C,69.38 %
25/3/2021 21:29:00,1230 ppm,19.63 C,69.43 %
25/3/2021 21:30:00,1220 ppm,19.68 C,69.33 %
25/3/2021 21:31:00,1230 ppm,19.68 C,69.43 %
25/3/2021 21:32:00,1240 ppm,19.68 C,69.30 %
25/3/2021 21:33:00,1250 ppm,19.68 C,69.37 %
25/3/2021 21:34:00,1240 ppm,19.66 C,69.27 %
25/3/2021 21:35:00,1240 ppm,19.66 C,69.26 %
25/3/2021 21:36:00,1250 ppm,19.68 C,69.28 %
25/3/2021 21:37:00,1260 ppm,19.66 C,69.17 %
25/3/2021 21:38:00,1260 ppm,19.65 C,69.34 %
25/3/2021 21:39:00,1270 ppm,19.66 C,69.28 %
25/3/2021 21:40:00,1270 ppm,19.63 C,69.30 %
25/3/2021 21:41:00,1270 ppm,19.66 C,69.28 %
25/3/2021 21:42:00,1280 ppm,19.69 C,69.37 %
25/3/2021 21:43:00,1290 ppm,19.66 C,69.40 %
25/3/2021 21:44:00,1300 ppm,19.68 C,69.21 %
25/3/2021 21:45:00,1300 ppm,19.68 C,69.51 %
25/3/2021 21:46:00,1320 ppm,19.72 C,69.61 %
25/3/2021 21:47:00,1330 ppm,19.70 C,69.35 %
25/3/2021 21:48:00,1300 ppm,19.70 C,69.33 %
25/3/2021 21:49:00,1290 ppm,19.66 C,69.61 %
25/3/2021 21:50:00,1290 ppm,19.65 C,69.88 %
25/3/2021 21:51:00,1270 ppm,19.63 C,69.78 %
25/3/2021 21:52:00,1270 ppm,19.66 C,69.81 %
25/3/2021 21:53:00,1280 ppm,19.65 C,69.90 %
25/3/2021 21:54:00,1270 ppm,19.66 C,70.11 %
25/3/2021 21:55:00,1200 ppm,19.69 C,70.07 %
25/3/2021 21:56:00,1210 ppm,19.68 C,70.12 %
25/3/2021 21:57:00,1120 ppm,19.68 C,70.38 %
25/3/2021 21:58:00,1140 ppm,19.65 C,70.21 %
25/3/2021 21:59:00,1080 ppm,19.63 C,70.05 %
25/3/2021 22:00:00,1070 ppm,19.66 C,69.91 %
25/3/2021 22:01:00,1040 ppm,19.62 C,70.14 %
25/3/2021 22:02:01,1010 ppm,19.65 C,70.17 %
25/3/2021 22:03:01,1000 ppm,19.65 C,69.98 %
25/3/2021 22:04:01,990 ppm,19.63 C,69.90 %
25/3/2021 22:05:01,990 ppm,19.62 C,69.98 %
25/3/2021 22:06:01,960 ppm,19.63 C,70.28 %
25/3/2021 22:07:01,880 ppm,19.65 C,70.57 %
25/3/2021 22:08:01,920 ppm,19.62 C,70.21 %
25/3/2021 22:09:01,890 ppm,19.65 C,70.26 %
25/3/2021 22:10:01,870 ppm,19.68 C,70.04 %
25/3/2021 22:11:01,830 ppm,19.65 C,70.11 %
25/3/2021 22:12:01,840 ppm,19.66 C,70.75 %
25/3/2021 22:13:01,820 ppm,19.69 C,70.32 %
25/3/2021 22:14:01,790 ppm,19.69 C,70.78 %
25/3/2021 22:15:01,770 ppm,19.69 C,70.41 %
25/3/2021 22:16:01,790 ppm,19.69 C,70.22 %
25/3/2021 22:17:01,780 ppm,19.69 C,70.34 %
25/3/2021 22:18:01,770 ppm,19.69 C,70.70 %
25/3/2021 22:18:59,740 ppm,19.69 C,70.56 %
25/3/2021 22:19:59,740 ppm,19.69 C,70.23 %
25/3/2021 22:20:59,750 ppm,19.69 C,70.32 %
25/3/2021 22:21:59,760 ppm,19.72 C,69.88 %
25/3/2021 22:22:59,740 ppm,19.70 C,70.39 %
25/3/2021 22:23:59,710 ppm,19.72 C,70.38 %
25/3/2021 22:24:59,710 ppm,19.73 C,70.56 %
25/3/2021 22:25:59,730 ppm,19.73 C,70.54 %
25/3/2021 22:26:59,720 ppm,19.73 C,70.54 %
25/3/2021 22:28:01,710 ppm,19.72 C,70.64 %
25/3/2021 22:29:01,710 ppm,19.74 C,70.25 %
25/3/2021 22:30:01,700 ppm,19.76 C,70.56 %
25/3/2021 22:31:01,680 ppm,19.76 C,70.63 %
25/3/2021 22:32:01,670 ppm,19.76 C,70.59 %
25/3/2021 22:33:01,670 ppm,19.76 C,70.81 %
25/3/2021 22:34:01,650 ppm,19.77 C,70.82 %
25/3/2021 22:35:01,650 ppm,19.77 C,70.89 %
25/3/2021 22:35:59,660 ppm,19.79 C,70.45 %
25/3/2021 22:36:59,670 ppm,19.79 C,70.35 %
25/3/2021 22:37:59,670 ppm,19.77 C,70.60 %
25/3/2021 22:38:59,650 ppm,19.76 C,70.78 %
25/3/2021 22:39:59,640 ppm,19.79 C,70.65 %
25/3/2021 22:40:59,620 ppm,19.79 C,70.77 %
25/3/2021 22:42:00,620 ppm,19.79 C,70.36 %
25/3/2021 22:43:00,620 ppm,19.84 C,70.77 %
25/3/2021 22:44:00,610 ppm,19.86 C,70.44 %
25/3/2021 22:45:00,620 ppm,19.86 C,70.58 %
25/3/2021 22:46:00,630 ppm,19.86 C,70.35 %
25/3/2021 22:47:00,640 ppm,19.83 C,70.34 %
25/3/2021 22:48:00,640 ppm,19.84 C,70.64 %
25/3/2021 22:49:00,610 ppm,19.84 C,70.58 %
25/3/2021 22:50:00,610 ppm,19.86 C,70.60 %
25/3/2021 22:51:00,610 ppm,19.86 C,70.47 %
25/3/2021 22:52:00,620 ppm,19.86 C,70.59 %
25/3/2021 22:53:00,610 ppm,19.83 C,70.57 %
25/3/2021 22:54:00,600 ppm,19.86 C,70.46 %
25/3/2021 22:55:00,600 ppm,19.83 C,70.05 %
25/3/2021 22:56:00,600 ppm,19.81 C,70.38 %
25/3/2021 22:57:00,610 ppm,19.81 C,70.25 %
25/3/2021 22:58:00,610 ppm,19.83 C,70.26 %
25/3/2021 22:59:00,600 ppm,19.80 C,70.42 %
25/3/2021 23:00:00,600 ppm,19.81 C,70.60 %
25/3/2021 23:01:00,610 ppm,19.81 C,70.68 %
25/3/2021 23:02:00,610 ppm,19.81 C,70.81 %
25/3/2021 23:03:00,610 ppm,19.81 C,70.78 %
25/3/2021 23:04:00,610 ppm,19.83 C,70.75 %
25/3/2021 23:05:00,610 ppm,19.83 C,70.92 %
25/3/2021 23:06:00,610 ppm,19.81 C,70.45 %
25/3/2021 23:07:00,610 ppm,19.84 C,70.72 %
25/3/2021 23:08:00,610 ppm,19.80 C,71.01 %
25/3/2021 23:09:00,610 ppm,19.81 C,70.86 %
25/3/2021 23:10:00,610 ppm,19.83 C,70.61 %
25/3/2021 23:11:00,610 ppm,19.81 C,71.07 %
25/3/2021 23:12:00,620 ppm,19.80 C,71.04 %
25/3/2021 23:13:00,620 ppm,19.83 C,70.52 %
25/3/2021 23:14:00,610 ppm,19.79 C,70.32 %
25/3/2021 23:15:00,610 ppm,19.77 C,70.71 %
25/3/2021 23:16:00,610 ppm,19.77 C,70.80 %
25/3/2021 23:17:00,610 ppm,19.80 C,70.45 %
25/3/2021 23:18:00,610 ppm,19.79 C,70.53 %
25/3/2021 23:19:00,600 ppm,19.80 C,70.57 %
25/3/2021 23:20:00,610 ppm,19.79 C,70.79 %
25/3/2021 23:21:00,600 ppm,19.77 C,70.32 %
25/3/2021 23:22:00,590 ppm,19.77 C,70.17 %
25/3/2021 23:23:00,580 ppm,19.76 C,70.17 %
25/3/2021 23:24:00,580 ppm,19.73 C,70.49 %
25/3/2021 23:25:00,590 ppm,19.76 C,70.16 %
25/3/2021 23:26:00,580 ppm,19.76 C,70.56 %
25/3/2021 23:27:00,590 ppm,19.74 C,70.24 %
